#Parameters = {xdip=0; ydip=0}
#"Frequency / GHz"	"Z [Re]"	"Z [Im]"
#-----------------------------------
0.0000000000000	0.00055300761772597	-7.3843814506611e-12
0.0010239144611436	0.0010968593195457	0.061787088331843
0.0020478289222872	0.0028506766925754	0.12311180926086
0.0030717433834308	0.0053375660041488	0.18307920431605
0.0040956578445743	0.0072151718322030	0.24172065964585
0.0051195723057179	0.0080605670776221	0.30033213543707
0.0061434867668615	0.0088838722448146	0.35946958715770
0.0071674012280051	0.010092922571332	0.41831113556077
0.0081913156891487	0.010857485820311	0.47663809898082
0.0092152301502923	0.011047953285490	0.53536383507547
0.010239144611436	0.011615545442242	0.59459100447050
0.011263059072579	0.012616814222150	0.65337689633959
0.012286973533723	0.013113198251292	0.71174239545341
0.013310887994867	0.013202343702135	0.77063937832133
0.014334802456010	0.013846714429548	0.82990567132920
0.015358716917154	0.014819513067826	0.88857965107257
0.016382631378297	0.015163554360596	0.94695824053320
0.017406545839441	0.015245824659295	1.0059935390809
0.018430460300585	0.016008647067749	1.0652498511884
0.019454374761728	0.016945973911887	1.1237990300025
0.020478289222872	0.017145480198574	1.1822174732141
0.021502203684015	0.017251042555268	1.2413977346125
0.022526118145159	0.018128765330083	1.3006286821133
0.023550032606302	0.018997872272248	1.3590741313038
0.024573947067446	0.019052643698150	1.4175832305082
0.025597861528590	0.019206072928289	1.4769270688011
0.026621775989733	0.020187262781818	1.5361298077710
0.027645690450877	0.020955375841617	1.5945079133940
0.028669604912020	0.020872534586890	1.6531654513741
0.029693519373164	0.021100518783460	1.7126908916866
0.030717433834308	0.022171050201476	1.7718667713952
0.031741348295451	0.022809479197217	1.8302217749723
0.032765262756595	0.022604703473777	1.8890854894088
0.033789177217738	0.022934982243505	1.9488055495491
0.034813091678882	0.024077427226046	2.0079579832384
0.035837006140025	0.024561553067424	2.0663397198137
0.036860920601169	0.024257770801689	2.1254649751002
0.037884835062313	0.024717059725232	2.1853871376290
0.038908749523456	0.025909950284944	2.2445222263956
0.039932663984600	0.026219288854582	2.3029857408085
0.040956578445743	0.025845510972002	2.3624246559386
0.041980492906887	0.026457729024106	2.4225514559697
0.043004407368031	0.027675120004160	2.4816793296430
0.044028321829174	0.027793477513228	2.5402850581405
0.045052236290318	0.027383694141145	2.6000863350756
0.046076150751461	0.028168498494524	2.6604166585023
0.047100065212605	0.029379968489036	2.7195532886607
0.048123979673749	0.029295939575685	2.7783675856369
0.049147894134892	0.028888395721163	2.8385767504244
0.050171808596036	0.029860327874833	2.8991074228747
0.051195723057179	0.031031596579823	2.9582763418267
0.052219637518323	0.030739338469760	3.0173717037395
0.053243551979466	0.030375804036433	3.0780311842121
0.054267466440610	0.031543391936329	3.1387585610075
0.055291380901754	0.032636854191223	3.1979926433329
0.056315295362897	0.032136712527717	3.2574481770457
0.057339209824041	0.031861790965857	3.3185978626129
0.058363124285184	0.033227041802190	3.3795198201966
0.059387038746328	0.034202758858566	3.4388630973057
0.060410953207472	0.033502061717150	3.4987648204607
0.061434867668615	0.033362395391787	3.5604425734302
0.062458782129759	0.034920091385898	3.6215606576660
0.063482696590902	0.035736564635930	3.6810705152725
0.064506611052046	0.034850360585145	3.7415123411440
0.065530525513189	0.034894254268518	3.8037552780984
0.066554439974333	0.036632062499515	3.8650771733813
0.067578354435477	0.037247596513718	3.9248262230853
0.068602268896620	0.036199268735914	3.9859104616018
0.069626183357764	0.036475645141970	4.0487562208101
0.070650097818907	0.038373526162471	4.1102988533298
0.071674012280051	0.038747213388430	4.1703778951532
0.072697926741195	0.037569179364633	4.2322170259880
0.073721841202338	0.038127061310081	4.2957061865843
0.074745755663482	0.040157405673396	4.3574996420115
0.075769670124625	0.040250742870293	4.4180211616424
0.076793584585769	0.038985612133816	4.4807400668106
0.077817499046912	0.039873949554427	4.5449190077285
0.078841413508056	0.042001863497764	4.6070108397446
0.079865327969200	0.041780159630615	4.6681130110173
0.080889242430343	0.040481371557641	4.7318521480173
0.081913156891487	0.041748336718192	4.7967774946559
0.082937071352630	0.043931778187781	4.8592392291694
0.083960985813774	0.043366105356856	4.9210923869631
0.084984900274918	0.042099755345655	4.9860131664181
0.086008814736061	0.043793337623600	5.0517578598605
0.087032729197205	0.045984081982148	5.1146928337835
0.088056643658348	0.045053522798744	5.1775075947815
0.089080558119492	0.043900301012182	5.2438000444252
0.090104472580635	0.046069157389614	5.3104623466167
0.091128387041779	0.048214427579549	5.3740170105796
0.092152301502923	0.046909513551416	5.4380559979693
0.093176215964066	0.045967869883348	5.5059497992081
0.094200130425210	0.048662683795288	5.5736659759514
0.095224044886353	0.050706907244259	5.6380463747030
0.096247959347497	0.049034231309042	5.7036427131072
0.097271873808641	0.048426240412722	5.7734252244306
0.098295788269784	0.051704083323261	5.8423887405542
0.099319702730928	0.053593129803125	5.9078840651524
0.10034361719207	0.051582631259444	5.9754682927162
0.10136753165321	0.051463061582575	6.0475118467304
0.10239144611436	0.055394683934786	6.1180029484569
0.10341536057550	0.057083144002796	6.1850220768353
0.10443927503665	0.054800359778277	6.2551645209927
0.10546318949779	0.055372373649151	6.3299698447166
0.10648710395893	0.060055418513015	6.4024026968267
0.10751101842008	0.061519720368516	6.4715332005857
0.10853493288122	0.059087709294842	6.5450139536410
0.10955884734236	0.060632443417091	6.6232827372843
0.11058276180351	0.066218709884412	6.6982835583824
0.11160667626465	0.067484460197732	6.7703888812670
0.11263059072579	0.065125323016656	6.8483142694604
0.11365450518694	0.068056603321450	6.9310727188722
0.11467841964808	0.074804835534918	7.0096163736896
0.11570233410923	0.076003533173292	7.0860085577823
0.11672624857037	0.074124644842613	7.1700199481059
0.11775016303151	0.079103423253639	7.2588420573783
0.11877407749266	0.087495239066206	7.3425010444653
0.11979799195380	0.088992544073130	7.4252587287879
0.12082190641494	0.088374959634626	7.5179227886353
0.12184582087609	0.096559148423692	7.6153576524678
0.12286973533723	0.10756727028603	7.7067911867754
0.12389364979837	0.11027766695319	7.7993939388667
0.12491756425952	0.11253511870708	7.9049910830325
0.12594147872066	0.12619406444662	8.0154445474851
0.12696539318180	0.14198416285540	8.1194325070934
0.12798930764295	0.14824070859139	8.2281220741546
0.12901322210409	0.15708300210213	8.3543612556330
0.13003713656524	0.18131130288561	8.4860602504111
0.13106105102638	0.20732888172908	8.6118821334866
0.13208496548752	0.22363692322775	8.7488674422148
0.13310887994867	0.24894702440614	8.9109839709692
0.13413279440981	0.29738789719745	9.0807577871867
0.13515670887095	0.34988820968880	9.2481270947912
0.13618062333210	0.39761334631890	9.4396957470318
0.13720453779324	0.47188949185673	9.6707178738634
