-0.426666666666667	0	6.77577455193033e-15	0	-1.02382148755963e-15
-0.426000000000000	0	1.24963263197704e-14	0	-1.80878949549360e-15
-0.425333333333333	0	1.80910394929390e-14	0	-1.08902872436936e-15
-0.424666666666667	0	2.35146301828330e-14	0	-2.43817575556171e-16
-0.424000000000000	0	2.44029042639346e-14	0	7.02029358603759e-16
-0.423333333333333	0	2.34820114394435e-14	0	1.66446257970134e-15
-0.422666666666667	0	2.19484200341576e-14	0	2.45069125070392e-15
-0.422000000000000	0	1.98737796209125e-14	0	3.08939368621492e-15
-0.421333333333333	0	1.83907362937469e-14	0	3.96000502432991e-15
-0.420666666666667	0	1.84224805183099e-14	0	6.16570193883670e-15
-0.420000000000000	0	1.86417335303631e-14	0	8.31363257256518e-15
-0.419333333333333	0	1.87167543720661e-14	0	1.14515461392458e-14
-0.418666666666667	0	1.88424175047834e-14	0	1.47785414282123e-14
-0.418000000000000	0	1.74757741259408e-14	0	1.82153961661314e-14
-0.417333333333333	0	1.56350830689327e-14	0	2.18481348736068e-14
-0.416666666666667	0	1.24378168213101e-14	0	2.68349997856763e-14
-0.416000000000000	0	8.20484314263739e-15	0	3.31289848899899e-14
-0.415333333333333	0	3.61944962514790e-15	0	3.99620436195885e-14
-0.414666666666667	0	-1.23877231630798e-15	0	4.81394646864317e-14
-0.414000000000000	0	-6.09831393234567e-15	0	5.61842146119952e-14
-0.413333333333333	0	-1.12827377072282e-14	0	6.37874481551727e-14
-0.412666666666667	0	-1.61505703355437e-14	0	7.10953579214017e-14
-0.412000000000000	0	-2.16266944143809e-14	0	7.99628036784569e-14
-0.411333333333333	0	-2.70982922374071e-14	0	8.95409091920048e-14
-0.410666666666667	0	-3.18321636307473e-14	0	9.98881227217388e-14
-0.410000000000000	0	-3.64962370776217e-14	0	1.11200413737616e-13
-0.409333333333333	0	-4.16873479486756e-14	0	1.22585330651311e-13
-0.408666666666667	0	-4.72949912725031e-14	0	1.32591987806692e-13
-0.408000000000000	0	-5.25096183486737e-14	0	1.42765165411228e-13
-0.407333333333333	0	-5.66383748570975e-14	0	1.51969768077828e-13
-0.406666666666667	0	-6.00164590482158e-14	0	1.60715879893048e-13
-0.406000000000000	0	-5.96274809358866e-14	0	1.68301022171148e-13
-0.405333333333333	0	-5.87261195775339e-14	0	1.74827010619522e-13
-0.404666666666667	0	-5.75527446570767e-14	0	1.80272428914708e-13
-0.404000000000000	0	-5.62426759040360e-14	0	1.84726088993191e-13
-0.403333333333333	0	-5.66219820177482e-14	0	1.89838285443640e-13
-0.402666666666667	0	-5.76680299631460e-14	0	1.98581350573791e-13
-0.402000000000000	0	-6.34951160309531e-14	0	2.07838453858667e-13
-0.401333333333333	0	-7.49163708972866e-14	0	2.29940125715564e-13
-0.400666666666667	0	-9.11200196544512e-14	0	2.53904233134072e-13
-0.400000000000000	0	-1.21984577537186e-13	0	2.92700890042762e-13
-0.399333333333333	0	-1.55455440583789e-13	0	3.38827007043440e-13
-0.398666666666667	0	-2.08251745372447e-13	0	3.98436649878480e-13
-0.398000000000000	0	-2.64761633434975e-13	0	4.71288156786923e-13
-0.397333333333333	0	-3.37766776025941e-13	0	5.52237572346225e-13
-0.396666666666667	0	-4.18447120724092e-13	0	6.48469826878027e-13
-0.396000000000000	0	-5.07259208969375e-13	0	7.47980123893789e-13
-0.395333333333333	0	-6.01897648729274e-13	0	8.56654934465039e-13
-0.394666666666667	0	-6.98250562879205e-13	0	9.67212944000568e-13
-0.394000000000000	0	-7.93753637890320e-13	0	1.08121229543925e-12
-0.393333333333333	0	-8.89919946111143e-13	0	1.19662221910170e-12
-0.392666666666667	0	-9.83001403526190e-13	0	1.31238550547712e-12
-0.392000000000000	0	-1.07580111229864e-12	0	1.42801829635085e-12
-0.391333333333333	0	-1.17018580771419e-12	0	1.54344033380322e-12
-0.390666666666667	0	-1.26360500644452e-12	0	1.66374046501959e-12
-0.390000000000000	0	-1.36703955214607e-12	0	1.78192228376256e-12
-0.389333333333333	0	-1.47565243365328e-12	0	1.92478838483218e-12
-0.388666666666667	0	-1.59747028321041e-12	0	2.06976116427674e-12
-0.388000000000000	0	-1.73694131340321e-12	0	2.24633417093291e-12
-0.387333333333333	0	-1.89046268857158e-12	0	2.44084755413350e-12
-0.386666666666667	0	-2.08286298038887e-12	0	2.66637013497395e-12
-0.386000000000000	0	-2.28982067455301e-12	0	2.93347450152756e-12
-0.385333333333333	0	-2.55833686502407e-12	0	3.23014793295692e-12
-0.384666666666667	0	-2.84675737022822e-12	0	3.58552338458145e-12
-0.384000000000000	0	-3.18854711543655e-12	0	3.96735373431023e-12
-0.383333333333333	0	-3.56016230582750e-12	0	4.42002829238781e-12
-0.382666666666667	0	-3.97414242073690e-12	0	4.89008997552528e-12
-0.382000000000000	0	-4.42429259928111e-12	0	5.42042956810019e-12
-0.381333333333333	0	-4.90404243134852e-12	0	5.97743408987221e-12
-0.380666666666667	0	-5.43240197313862e-12	0	6.58393311002804e-12
-0.380000000000000	0	-5.97710192226187e-12	0	7.24256157473809e-12
-0.379333333333333	0	-6.60255341035166e-12	0	7.93753367292002e-12
-0.378666666666667	0	-7.24569868389231e-12	0	8.72866041927889e-12
-0.378000000000000	0	-7.98975048917573e-12	0	9.54611621209186e-12
-0.377333333333333	0	-8.77497729015963e-12	0	1.05110588794416e-11
-0.376666666666667	0	-9.66463221300786e-12	0	1.15126238515226e-11
-0.376000000000000	0	-1.06349430762647e-11	0	1.26643557071122e-11
-0.375333333333333	0	-1.16968501078683e-11	0	1.38949866721419e-11
-0.374666666666667	0	-1.28811300258759e-11	0	1.52542186441366e-11
-0.374000000000000	0	-1.41346059478816e-11	0	1.67585943420747e-11
-0.373333333333333	0	-1.55663491100681e-11	0	1.83506122231856e-11
-0.372666666666667	0	-1.70444575481315e-11	0	2.01728848428702e-11
-0.372000000000000	0	-1.87641370234194e-11	0	2.20515052024236e-11
-0.371333333333333	0	-2.05596140833820e-11	0	2.42515861471465e-11
-0.370666666666667	0	-2.25928010147580e-11	0	2.65403434515351e-11
